cardname,japanese_name,konami_cid,cardnumber,imageurl,ciid,all_ciids,all_imageurls,image_count,needs_image_review,setname,rarity,rarity_full,setcode,release_date,pid,image_mapping_source,image_mapping_notes,source_url
Ancient Gear Golem,古代の機械巨人,20838,RD/LGP2-JP004,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&cid=20838&ciid=101&enc=QRaRyV2e6OlYTI7uYVve0g,101,1 | 101,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=20838&ciid=1&enc=QRaRyV2e6OlYTI7uYVve0g&app=tournament&request_locale=ja | https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&cid=20838&ciid=101&enc=QRaRyV2e6OlYTI7uYVve0g,2,False,真・レジェンド覚醒パック,ORR,オーバーラッシュレア仕様,RD/LGP2,2024-10-12,1000100513000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: ORR uses highest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=20838&request_locale=ja
Ancient Gear Golem,古代の機械巨人,20838,RD/LGP2-JP004,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=20838&ciid=1&enc=QRaRyV2e6OlYTI7uYVve0g&app=tournament&request_locale=ja,1,1 | 101,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=20838&ciid=1&enc=QRaRyV2e6OlYTI7uYVve0g&app=tournament&request_locale=ja | https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&cid=20838&ciid=101&enc=QRaRyV2e6OlYTI7uYVve0g,2,False,真・レジェンド覚醒パック,UR,ウルトラレア仕様,RD/LGP2,2024-10-12,1000100513000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=20838&request_locale=ja
Ancient Gear Tyranno,古代の機械恐獣,20839,RD/LGP2-JP005,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&cid=20839&ciid=101&enc=MvR_tV0jAXziin7kLIOpuw,101,1 | 101,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=20839&ciid=1&enc=MvR_tV0jAXziin7kLIOpuw&app=tournament&request_locale=ja | https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&cid=20839&ciid=101&enc=MvR_tV0jAXziin7kLIOpuw,2,False,真・レジェンド覚醒パック,ORR,オーバーラッシュレア仕様,RD/LGP2,2024-10-12,1000100513000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: ORR uses highest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=20839&request_locale=ja
Ancient Gear Tyranno,古代の機械恐獣,20839,RD/LGP2-JP005,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=20839&ciid=1&enc=MvR_tV0jAXziin7kLIOpuw&app=tournament&request_locale=ja,1,1 | 101,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=20839&ciid=1&enc=MvR_tV0jAXziin7kLIOpuw&app=tournament&request_locale=ja | https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&cid=20839&ciid=101&enc=MvR_tV0jAXziin7kLIOpuw,2,False,真・レジェンド覚醒パック,UR,ウルトラレア仕様,RD/LGP2,2024-10-12,1000100513000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=20839&request_locale=ja
Ancient Gear Powered Soldier,古代の機械強兵,20840,RD/LGP2-JP006,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&cid=20840&ciid=101&enc=2Kxp0vqmC2sd6HhTSl-Obw,101,1 | 101,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=20840&ciid=1&enc=2Kxp0vqmC2sd6HhTSl-Obw&app=tournament&request_locale=ja | https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&cid=20840&ciid=101&enc=2Kxp0vqmC2sd6HhTSl-Obw,2,False,真・レジェンド覚醒パック,ORR,オーバーラッシュレア仕様,RD/LGP2,2024-10-12,1000100513000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: ORR uses highest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=20840&request_locale=ja
Ancient Gear Powered Soldier,古代の機械強兵,20840,RD/LGP2-JP006,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=20840&ciid=1&enc=2Kxp0vqmC2sd6HhTSl-Obw&app=tournament&request_locale=ja,1,1 | 101,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=20840&ciid=1&enc=2Kxp0vqmC2sd6HhTSl-Obw&app=tournament&request_locale=ja | https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&cid=20840&ciid=101&enc=2Kxp0vqmC2sd6HhTSl-Obw,2,False,真・レジェンド覚醒パック,UR,ウルトラレア仕様,RD/LGP2,2024-10-12,1000100513000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=20840&request_locale=ja
Ancient Gear Beast,古代の機械獣,20841,RD/LGP2-JP007,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=20841&ciid=1&enc=v6YWk3COKhUJfTTrrlQrDg&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=20841&ciid=1&enc=v6YWk3COKhUJfTTrrlQrDg&app=tournament&request_locale=ja,1,False,真・レジェンド覚醒パック,SE,シークレットレア仕様,RD/LGP2,2024-10-12,1000100513000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=20841&request_locale=ja
Ancient Gear Beast,古代の機械獣,20841,RD/LGP2-JP007,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=20841&ciid=1&enc=v6YWk3COKhUJfTTrrlQrDg&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=20841&ciid=1&enc=v6YWk3COKhUJfTTrrlQrDg&app=tournament&request_locale=ja,1,False,真・レジェンド覚醒パック,SR,スーパーレア仕様,RD/LGP2,2024-10-12,1000100513000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=20841&request_locale=ja
Ancient Gear Soldier,古代の機械兵士,20842,RD/LGP2-JP008,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=20842&ciid=1&enc=cP3gRX_LFV6Q1yGgX5fmKw&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=20842&ciid=1&enc=cP3gRX_LFV6Q1yGgX5fmKw&app=tournament&request_locale=ja,1,False,真・レジェンド覚醒パック,SE,シークレットレア仕様,RD/LGP2,2024-10-12,1000100513000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=20842&request_locale=ja
Ancient Gear Soldier,古代の機械兵士,20842,RD/LGP2-JP008,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=20842&ciid=1&enc=cP3gRX_LFV6Q1yGgX5fmKw&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=20842&ciid=1&enc=cP3gRX_LFV6Q1yGgX5fmKw&app=tournament&request_locale=ja,1,False,真・レジェンド覚醒パック,SR,スーパーレア仕様,RD/LGP2,2024-10-12,1000100513000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=20842&request_locale=ja
Ancient Gear Medic,古代の機械軍医,20843,RD/LGP2-JP009,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=20843&ciid=1&enc=WbhaYsrClO6d8YUj-sM1Sw&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=20843&ciid=1&enc=WbhaYsrClO6d8YUj-sM1Sw&app=tournament&request_locale=ja,1,False,真・レジェンド覚醒パック,SE,シークレットレア仕様,RD/LGP2,2024-10-12,1000100513000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=20843&request_locale=ja
Ancient Gear Medic,古代の機械軍医,20843,RD/LGP2-JP009,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=20843&ciid=1&enc=WbhaYsrClO6d8YUj-sM1Sw&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=20843&ciid=1&enc=WbhaYsrClO6d8YUj-sM1Sw&app=tournament&request_locale=ja,1,False,真・レジェンド覚醒パック,SR,スーパーレア仕様,RD/LGP2,2024-10-12,1000100513000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=20843&request_locale=ja
Ancient Gear Supplier,古代の機械給兵,20844,RD/LGP2-JP010,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=20844&ciid=1&enc=oIJBGEkSSPH1sBWQb-o8KA&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=20844&ciid=1&enc=oIJBGEkSSPH1sBWQb-o8KA&app=tournament&request_locale=ja,1,False,真・レジェンド覚醒パック,N,ノーマル仕様,RD/LGP2,2024-10-12,1000100513000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=20844&request_locale=ja
Ancient Gear Supplier,古代の機械給兵,20844,RD/LGP2-JP010,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=20844&ciid=1&enc=oIJBGEkSSPH1sBWQb-o8KA&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=20844&ciid=1&enc=oIJBGEkSSPH1sBWQb-o8KA&app=tournament&request_locale=ja,1,False,真・レジェンド覚醒パック,SE,シークレットレア仕様,RD/LGP2,2024-10-12,1000100513000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=20844&request_locale=ja
Ancient Gear Crown,古代の歯車冠,20845,RD/LGP2-JP011,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=20845&ciid=1&enc=JuFOBX6CvBQE_kqvM_4dtg&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=20845&ciid=1&enc=JuFOBX6CvBQE_kqvM_4dtg&app=tournament&request_locale=ja,1,False,真・レジェンド覚醒パック,N,ノーマル仕様,RD/LGP2,2024-10-12,1000100513000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=20845&request_locale=ja
Ancient Gear Crown,古代の歯車冠,20845,RD/LGP2-JP011,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=20845&ciid=1&enc=JuFOBX6CvBQE_kqvM_4dtg&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=20845&ciid=1&enc=JuFOBX6CvBQE_kqvM_4dtg&app=tournament&request_locale=ja,1,False,真・レジェンド覚醒パック,SE,シークレットレア仕様,RD/LGP2,2024-10-12,1000100513000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=20845&request_locale=ja
Ancient Gear Gadjiltron Manticore,古代の機械蠍尾獣,20969,RD/B244-JP004,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=20969&ciid=1&enc=aZ9PUVGOneIzy_MSF-dg2A&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=20969&ciid=1&enc=aZ9PUVGOneIzy_MSF-dg2A&app=tournament&request_locale=ja,1,False,バトルパック 2024 Vol.4,SR,スーパーレア仕様,RD/B244,2025-01-01,1000100602000,PACK_PAGE,matched cid on pack page,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=20969&request_locale=ja
Ancient Gear Gadjiltron Manticore,古代の機械蠍尾獣,20969,RD/KP19-JP018,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=20969&ciid=1&enc=aZ9PUVGOneIzy_MSF-dg2A&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=20969&ciid=1&enc=aZ9PUVGOneIzy_MSF-dg2A&app=tournament&request_locale=ja,1,False,灼熱のサラマンデウス,N,ノーマル仕様,RD/KP19,2024-11-16,1000100218000,PACK_PAGE,matched cid on pack page,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=20969&request_locale=ja
Ancient Gear Gadjiltron Baena,古代の機械双頭竜,20970,RD/KP19-JP019,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=20970&ciid=1&enc=mVHkDRlaCLRFn5x2zceuUg&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=20970&ciid=1&enc=mVHkDRlaCLRFn5x2zceuUg&app=tournament&request_locale=ja,1,False,灼熱のサラマンデウス,SE,シークレットレア仕様,RD/KP19,2024-11-16,1000100218000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=20970&request_locale=ja
Ancient Gear Gadjiltron Baena,古代の機械双頭竜,20970,RD/KP19-JP019,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=20970&ciid=1&enc=mVHkDRlaCLRFn5x2zceuUg&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=20970&ciid=1&enc=mVHkDRlaCLRFn5x2zceuUg&app=tournament&request_locale=ja,1,False,灼熱のサラマンデウス,SR,スーパーレア仕様,RD/KP19,2024-11-16,1000100218000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=20970&request_locale=ja
Animal Doctor Lily,アニマル・ドクターリリー,20973,RD/KP19-JP022,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=20973&ciid=1&enc=-Zc4zGb5xKWWvc7uMLN0KA&app=tournament&request_locale=ja,1,1 | 2,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=20973&ciid=1&enc=-Zc4zGb5xKWWvc7uMLN0KA&app=tournament&request_locale=ja | https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&cid=20973&ciid=2&enc=-Zc4zGb5xKWWvc7uMLN0KA,2,False,灼熱のサラマンデウス,SE,シークレットレア仕様,RD/KP19,2024-11-16,1000100218000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=20973&request_locale=ja
Animal Doctor Lily,アニマル・ドクターリリー,20973,RD/KP19-JP022,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=20973&ciid=1&enc=-Zc4zGb5xKWWvc7uMLN0KA&app=tournament&request_locale=ja,1,1 | 2,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=20973&ciid=1&enc=-Zc4zGb5xKWWvc7uMLN0KA&app=tournament&request_locale=ja | https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&cid=20973&ciid=2&enc=-Zc4zGb5xKWWvc7uMLN0KA,2,False,灼熱のサラマンデウス,SR,スーパーレア仕様,RD/KP19,2024-11-16,1000100218000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=20973&request_locale=ja
Alchemicalize Orb,アルケミカライズ・オーブ,20988,RD/KP19-JP037,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=20988&ciid=1&enc=t2D0dVMPpt4MjoVFkkZ-6g&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=20988&ciid=1&enc=t2D0dVMPpt4MjoVFkkZ-6g&app=tournament&request_locale=ja,1,False,灼熱のサラマンデウス,N,ノーマル仕様,RD/KP19,2024-11-16,1000100218000,PACK_PAGE,matched cid on pack page,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=20988&request_locale=ja
Animagica Trader,アニマジカ・トレーダー,21277,RD/B251-JP003,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=21277&ciid=1&enc=qVk1xLwzSJSdw8fzc3xfEQ&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=21277&ciid=1&enc=qVk1xLwzSJSdw8fzc3xfEQ&app=tournament&request_locale=ja,1,False,バトルパック 2025 Vol.1,SR,スーパーレア仕様,RD/B251,2025-04-01,1000100605000,PACK_PAGE,matched cid on pack page,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=21277&request_locale=ja
Animagica Trader,アニマジカ・トレーダー,21277,RD/KP20-JP026,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=21277&ciid=1&enc=qVk1xLwzSJSdw8fzc3xfEQ&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=21277&ciid=1&enc=qVk1xLwzSJSdw8fzc3xfEQ&app=tournament&request_locale=ja,1,False,悠久のギャラクティカ,N,ノーマル仕様,RD/KP20,2025-02-08,1000100219000,PACK_PAGE,matched cid on pack page,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=21277&request_locale=ja
Animagica Gardna,アニマジカ・ガードナー,21278,RD/B254-JP006,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=21278&ciid=1&enc=hZ0QFHFFHNi4hmghmSx0EA&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=21278&ciid=1&enc=hZ0QFHFFHNi4hmghmSx0EA&app=tournament&request_locale=ja,1,False,バトルパック2025 Vol.4,N,ノーマル仕様,RD/B254,2026-01-01,1000100647000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=21278&request_locale=ja
Animagica Gardna,アニマジカ・ガードナー,21278,RD/B254-JP006,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=21278&ciid=1&enc=hZ0QFHFFHNi4hmghmSx0EA&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=21278&ciid=1&enc=hZ0QFHFFHNi4hmghmSx0EA&app=tournament&request_locale=ja,1,False,バトルパック2025 Vol.4,SR,スーパーレア仕様,RD/B254,2026-01-01,1000100647000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=21278&request_locale=ja
Animagica Gardna,アニマジカ・ガードナー,21278,RD/KP20-JP027,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=21278&ciid=1&enc=hZ0QFHFFHNi4hmghmSx0EA&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=21278&ciid=1&enc=hZ0QFHFFHNi4hmghmSx0EA&app=tournament&request_locale=ja,1,False,悠久のギャラクティカ,R,レア仕様,RD/KP20,2025-02-08,1000100219000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=21278&request_locale=ja
Animagica Gardna,アニマジカ・ガードナー,21278,RD/KP20-JP027,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=21278&ciid=1&enc=hZ0QFHFFHNi4hmghmSx0EA&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=21278&ciid=1&enc=hZ0QFHFFHNi4hmghmSx0EA&app=tournament&request_locale=ja,1,False,悠久のギャラクティカ,SE,シークレットレア仕様,RD/KP20,2025-02-08,1000100219000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=21278&request_locale=ja
Animagica Sorcerer,アニマジカ・ソーサラー,21279,RD/KP20-JP028,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=21279&ciid=1&enc=Z3dJuFMLr78Zl5qTUq9fNw&app=tournament&request_locale=ja,1,1 | 2,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=21279&ciid=1&enc=Z3dJuFMLr78Zl5qTUq9fNw&app=tournament&request_locale=ja | https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&cid=21279&ciid=2&enc=Z3dJuFMLr78Zl5qTUq9fNw,2,False,悠久のギャラクティカ,SE,シークレットレア仕様,RD/KP20,2025-02-08,1000100219000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=21279&request_locale=ja
Animagica Sorcerer,アニマジカ・ソーサラー,21279,RD/KP20-JP028,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=21279&ciid=1&enc=Z3dJuFMLr78Zl5qTUq9fNw&app=tournament&request_locale=ja,1,1 | 2,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=21279&ciid=1&enc=Z3dJuFMLr78Zl5qTUq9fNw&app=tournament&request_locale=ja | https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&cid=21279&ciid=2&enc=Z3dJuFMLr78Zl5qTUq9fNw,2,False,悠久のギャラクティカ,SR,スーパーレア仕様,RD/KP20,2025-02-08,1000100219000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=21279&request_locale=ja
Animagica Knight,アニマジカ・ナイト,21280,RD/KP20-JP029,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=21280&ciid=1&enc=To5lSjNhv7n3MDUoPhPKwg&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=21280&ciid=1&enc=To5lSjNhv7n3MDUoPhPKwg&app=tournament&request_locale=ja,1,False,悠久のギャラクティカ,R,レア仕様,RD/KP20,2025-02-08,1000100219000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=21280&request_locale=ja
Animagica Knight,アニマジカ・ナイト,21280,RD/KP20-JP029,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=21280&ciid=1&enc=To5lSjNhv7n3MDUoPhPKwg&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=21280&ciid=1&enc=To5lSjNhv7n3MDUoPhPKwg&app=tournament&request_locale=ja,1,False,悠久のギャラクティカ,SE,シークレットレア仕様,RD/KP20,2025-02-08,1000100219000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=21280&request_locale=ja
Animagica Double Saber,アニマジカ・ダブルセイバー,21281,RD/B251-JP004,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=21281&ciid=1&enc=MrmUzCKCSt4kX8_d6ji86g&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=21281&ciid=1&enc=MrmUzCKCSt4kX8_d6ji86g&app=tournament&request_locale=ja,1,False,バトルパック 2025 Vol.1,SR,スーパーレア仕様,RD/B251,2025-04-01,1000100605000,PACK_PAGE,matched cid on pack page,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=21281&request_locale=ja
Animagica Double Saber,アニマジカ・ダブルセイバー,21281,RD/KP20-JP030,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=21281&ciid=1&enc=MrmUzCKCSt4kX8_d6ji86g&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=21281&ciid=1&enc=MrmUzCKCSt4kX8_d6ji86g&app=tournament&request_locale=ja,1,False,悠久のギャラクティカ,N,ノーマル仕様,RD/KP20,2025-02-08,1000100219000,PACK_PAGE,matched cid on pack page,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=21281&request_locale=ja
